Hum,Macaca,Mouse,Rat
ERP29,ERP29,Erp29,Erp29
CMPK2,CMPK2,Cmpk2,Cmpk2
KCNMB1,KCNMB1,Kcnmb1,Kcnmb1
STAT5B,STAT5B,Stat5b,Stat5b
TULP1,TULP1,Tulp1,Tulp1
Mar-11,Mar-11,Mar-11,Mar-11
RNF149,RNF149,Rnf149,Rnf149
TRPC6,TRPC6,Trpc6,Trpc6
FOXI1,FOXI1,Foxi1,Foxi1
THUMPD2,THUMPD2,Thumpd2,Thumpd2
ZNF471,ZNF471,Zfp78,Zfp78
EIF3L,EIF3L,Eif3l,Eif3l
CDK18,CDK18,Cdk18,Cdk18
PRSS58,PRSS58,Prss58,Prss58
TCTE1,TCTE1,Tcte1,Tcte1
PLA2G1B,PLA2G1B,Pla2g1b,Pla2g1b
TOPORS,TOPORS,Topors,Topors
ZNF583,ZNF583,Zfp583,Zfp583
GCAT,GCAT,Gcat,Gcat
GUF1,GUF1,Guf1,Guf1
C8orf46,C8orf46,3110035E14Rik,RGD1561849
JSRP1,JSRP1,Jsrp1,Jsrp1
MXD1,MXD1,Mxd1,Mxd1
RTP1,RTP1,Rtp1,Rtp1
LHFPL6,LHFPL6,Lhfp,Lhfp
CRH,CRH,Crh,Crh
HERC3,HERC3,Herc3,Herc3
STK11,STK11,Stk11,Stk11
CD83,CD83,Cd83,Cd83
APC2,APC2,Apc2,Apc2
PEX2,PEX2,Pex2,Pex2
DDX25,DDX25,Ddx25,Ddx25
ULK4,ULK4,Ulk4,Ulk4
STEAP4,STEAP4,Steap4,Steap4
CST3,CST3,Cst3,Cst3
MYO7A,MYO7A,Myo7a,Myo7a
TIGIT,TIGIT,Tigit,Tigit
TRPM6,TRPM6,Trpm6,Trpm6
MFAP5,MFAP5,Mfap5,Mfap5
TRH,,Trh,Trh
PATE4,PATE4,Pate4,Pate4
PATE2,PATE2,Pate2,Pate2
FRMD8,FRMD8,Frmd8,Frmd8
USP11,USP11,Usp11,Usp11
RFX4,RFX4,Rfx4,Rfx4
VPS33B,VPS33B,Vps33b,Vps33b
STK26,STK26,Stk26,Stk26
LKAAEAR1,LKAAEAR1,Lkaaear1,Lkaaear1
LAS1L,LAS1L,Las1l,Las1l
ELOVL2,ELOVL2,Elovl2,Elovl2
U2AF2,U2AF2,U2af2,U2af2
YEATS2,YEATS2,Yeats2,Yeats2
BUB1B,BUB1B,Bub1b,Bub1b
ZNF558,ZNF558,Zfp558,AABR07069371.1
ETV2,ETV2,Etv2,Etv2
MBOAT2,MBOAT2,Mboat2,Mboat2
SEC22B,SEC22B,Sec22b,Sec22b
ACTL6A,ACTL6A,Actl6a,Actl6a
PACSIN2,PACSIN2,Pacsin2,Pacsin2
MGP,MGP,Mgp,Mgp
CREB3L3,CREB3L3,Creb3l3,Creb3l3
CPTP,CPTP,Cptp,Cptp
CLSTN3,CLSTN3,Clstn3,Clstn3
PRDM2,PRDM2,Prdm2,Prdm2
CD5L,CD5L,Cd5l,Cd5l
SREBF2,SREBF2,Srebf2,Srebf2
PTPN2,PTPN2,Ptpn2,Ptpn2
NLN,NLN,Nln,Nln
VPS26A,VPS26A,Vps26a,Vps26a
SYNPO2,SYNPO2,Synpo2,Synpo2
SYAP1,SYAP1,Syap1,Syap1
SMARCC1,SMARCC1,Smarcc1,Smarcc1
ZBTB38,ZBTB38,Zbtb38,Zbtb38
CD302,CD302,Cd302,Cd302
UBE2D3,UBE2D3,Ube2d3,Ube2d3
FITM1,FITM1,Fitm1,Fitm1
ZSCAN25,ZSCAN25,Zscan25,Zfp498
CDC20,CDC20,Cdc20,Cdc20
ANK3,ANK3,Ank3,Ank3
SDC1,SDC1,Sdc1,Sdc1
WNT5B,WNT5B,Wnt5b,Wnt5b
SELPLG,SELPLG,Selplg,Selplg
METTL14,METTL14,Mettl14,Mettl14
MPP6,MPP6,Mpp6,Mpp6
EPS8L2,EPS8L2,Eps8l2,Eps8l2
PCIF1,PCIF1,Pcif1,Pcif1
CPEB3,CPEB3,Cpeb3,Cpeb3
OR13C7,,Olfr157,Olr839
CCDC184,CCDC184,Ccdc184,Ccdc184
IER3,IER3,Ier3,Ier3
SHISA6,SHISA6,Shisa6,Shisa6
SFXN5,SFXN5,Sfxn5,Sfxn5
BICDL1,BICDL1,Bicdl1,Bicdl1
TBX20,TBX20,Tbx20,Tbx20
RBM46,RBM46,Rbm46,Rbm46
TNKS,TNKS,Tnks,Tnks
CYP51A1,CYP51A1,Cyp51,Cyp51
DPP6,DPP6,Dpp6,Dpp6
MAOB,MAOB,Maob,Maob
DOCK5,DOCK5,Dock5,Dock5
POLM,POLM,Polm,Polm
C1RL,C1RL,C1rl,C1rl
IKBKG,IKBKG,Ikbkg,Ikbkg
SOX17,SOX17,Sox17,Sox17
RBMS1,RBMS1,Rbms1,Rbms1
CCDC105,CCDC105,Ccdc105,Ccdc105
GGCX,GGCX,Ggcx,Ggcx
ZNF687,ZNF687,Zfp687,Zfp687
SLC1A6,SLC1A6,Slc1a6,Slc1a6
EMX1,EMX1,Emx1,Emx1
UNC45A,UNC45A,Unc45a,Unc45a
MED14,MED14,Med14,Med14
STK32B,STK32B,Stk32b,Stk32b
NONO,NONO,Nono,Nono
THAP2,THAP2,Thap2,Thap2
SLC22A12,SLC22A12,Slc22a12,Slc22a12
RNF122,RNF122,Rnf122,Rnf122
MOB3A,MOB3A,Mob3a,Mob3a
ZNF784,ZNF784,Zfp784,Zfp865
FIZ1,FIZ1,Fiz1,Fiz1
HMGCS1,HMGCS1,Hmgcs1,Hmgcs1
L3MBTL4,L3MBTL4,L3mbtl4,L3mbtl4
KCNU1,KCNU1,Kcnu1,Kcnu1
FAM229B,FAM229B,Fam229b,Fam229b
ANKDD1B,ANKDD1B,Ankdd1b,Ankdd1b
ADRA2A,ADRA2A,Adra2a,Adra2a
FARS2,FARS2,Fars2,Fars2
CENPB,CENPB,Cenpb,Cenpb
FRA10AC1,FRA10AC1,Fra10ac1,Fra10ac1
ST8SIA3,ST8SIA3,St8sia3,St8sia3
TMEM178A,TMEM178A,Tmem178,Tmem178a
THSD7B,THSD7B,Thsd7b,Thsd7b
RRP1,RRP1,Rrp1,Rrp1
CNBD1,CNBD1,Cnbd1,Cnbd1
TMEM185B,TMEM185B,Tmem185b,Tmem185b
TCP11L2,TCP11L2,Tcp11l2,Tcp11l2
FAM167B,FAM167B,Fam167b,Fam167b
PRKCZ,PRKCZ,Prkcz,Prkcz
NFIC,NFIC,Nfic,Nfic
NOS2,NOS2,Nos2,LOC497963
TMC1,TMC1,Tmc1,Tmc1
SCUBE3,SCUBE3,Scube3,Scube3
PIAS4,PIAS4,Pias4,Pias4
GHR,GHR,Ghr,Ghr
SMCO2,SMCO2,Smco2,Smco2
SEZ6L,SEZ6L,Sez6l,Sez6l
NMS,NMS,Nms,NMS
APIP,APIP,Apip,Apip
RASGRP2,RASGRP2,Rasgrp2,Rasgrp2
PRSS51,PRSS51,Prss51,LOC100910401
FNDC7,FNDC7,Fndc7,Fndc7
ATP7A,ATP7A,Atp7a,Atp7a
GPER1,GPER1,Gper1,Gper1
NOM1,,Nom1,Nom1
ALPK2,ALPK2,Alpk2,Alpk2
MRPL17,,Mrpl17,Mrpl17
NEUROG2,NEUROG2,Neurog2,Neurog2
PSMD14,PSMD14,Psmd14,Psmd14
TRIO,TRIO,Trio,Trio
ADAMTS9,ADAMTS9,Adamts9,Adamts9
SMYD5,SMYD5,Smyd5,Smyd5
GPX4,GPX4,Gpx4,Gpx4
KIDINS220,KIDINS220,Kidins220,Kidins220
GSK3B,GSK3B,Gsk3b,Gsk3b
SFTA2,SFTA2,Sfta2,Sfta2
GIGYF2,GIGYF2,Gigyf2,Gigyf2
PPP1R12A,PPP1R12A,Ppp1r12a,Ppp1r12a
PLA2G12B,PLA2G12B,Pla2g12b,Pla2g12b
C9orf72,C9orf72,3110043O21Rik,RGD1359108
RAB3A,RAB3A,Rab3a,Rab3a
EEF2,,Eef2,Eef2
USP1,USP1,Usp1,Usp1
KLHDC8B,KLHDC8B,Klhdc8b,Klhdc8b
MTERF3,MTERF3,Mterf3,Mterf3
CDK5RAP1,CDK5RAP1,Cdk5rap1,Cdk5rap1
RBPMS2,RBPMS2,Rbpms2,Rbpms2
ALS2,ALS2,Als2,Als2
IFT74,IFT74,Ift74,Ift74
DCDC2B,DCDC2B,Dcdc2b,Dcdc2b
CARD10,CARD10,Card10,Card10
TRNT1,TRNT1,Trnt1,Trnt1
TIFA,TIFA,Tifa,Tifa
IQCA1L,IQCA1L,4931409K22Rik,Iqca1l
BRINP2,BRINP2,Brinp2,Brinp2
C20orf204,C20orf204,Gm29797,RGD1561282
BORCS8,BORCS8,Borcs8,Borcs8
RASAL2,RASAL2,Rasal2,Rasal2
SCNN1A,SCNN1A,Scnn1a,Scnn1a
ECE1,ECE1,Ece1,Ece1
WASHC4,WASHC4,Washc4,RGD1309995
ING2,ING2,Ing2,Ing2
ZNF609,ZNF609,Zfp609,Zfp609
AKAIN1,AKAIN1,Akain1,Akain1
UPB1,UPB1,Upb1,Upb1
RWDD3,RWDD3,Rwdd3,Rwdd3
RPP40,RPP40,Rpp40,Rpp40
NRXN2,NRXN2,Nrxn2,Nrxn2
SLC16A11,SLC16A11,Slc16a11,Slc16a11
C9orf85,C9orf85,1110059E24Rik,RGD1359158
GPR119,GPR119,Gpr119,Gpr119
PPIL6,PPIL6,Ppil6,Ppil6
TMC2,TMC2,Tmc2,Tmc2
ZFC3H1,ZFC3H1,Zfc3h1,Zfc3h1
ZNF518A,ZNF518A,Zfp518a,Zfp518a
GIMAP4,GIMAP4,Gimap4,Gimap4
GALNT1,GALNT1,Galnt1,Galnt1
LCP1,LCP1,Lcp1,Lcp1
GIMAP8,GIMAP8,Gimap8,Gimap8
CARS,CARS,Cars,Cars
EPB42,EPB42,Epb42,Epb42
GPR143,GPR143,Gpr143,Gpr143
MRPS15,MRPS15,Mrps15,Mrps15
PMP2,PMP2,Pmp2,Pmp2
UBR2,UBR2,Ubr2,Ubr2
QRICH1,QRICH1,Qrich1,Qrich1
GTPBP2,GTPBP2,Gtpbp2,Gtpbp2
PSMD4,PSMD4,Psmd4,Psmd4
HIRIP3,HIRIP3,Hirip3,Hirip3
ACSL3,ACSL3,Acsl3,Acsl3
SERPINB5,SERPINB5,Serpinb5,Serpinb5
TXN2,TXN2,Txn2,Txn2
AKAP4,AKAP4,Akap4,Akap4
PKP4,PKP4,Pkp4,Pkp4
LPAR3,LPAR3,Lpar3,Lpar3
VAPB,VAPB,Vapb,Vapb
TNFRSF1A,TNFRSF1A,Tnfrsf1a,Tnfrsf1a
PIEZO2,PIEZO2,Piezo2,Piezo2
PDGFB,PDGFB,Pdgfb,Pdgfb
COPZ1,COPZ1,Copz1,Copz1
HAO1,HAO1,Hao1,Hao1
THAP1,THAP1,Thap1,Thap1
RPL26,RPL26,Rpl26,Rpl26
LRRC47,LRRC47,Lrrc47,Lrrc47
SPATS1,SPATS1,Spats1,Spats1
TMEM151B,TMEM151B,Tmem151b,Tmem151b
REEP5,REEP5,Reep5,Reep5
GJC2,GJC2,Gjc2,Gjc2
THUMPD3,THUMPD3,Thumpd3,Thumpd3
ZNF536,ZNF536,Zfp536,Zfp536
ANGPTL1,ANGPTL1,Angptl1,Angptl1
TRIP10,TRIP10,Trip10,Trip10
IGSF1,IGSF1,Igsf1,Igsf1
CELF5,CELF5,Celf5,Celf5
C11orf94,C11orf94,1700029I15Rik,RGD1563263
WRAP73,WRAP73,Wrap73,Wrap73
CYB5R3,CYB5R3,Cyb5r3,Cyb5r3
MAPK8IP1,MAPK8IP1,Mapk8ip1,Mapk8ip1
AAK1,AAK1,Aak1,Aak1
MEGF6,MEGF6,Megf6,LOC100911486
PAQR8,PAQR8,Paqr8,Paqr8
CRMP1,CRMP1,Crmp1,Crmp1
GLIPR2,GLIPR2,Glipr2,Glipr2
SMAD3,SMAD3,Smad3,Smad3
IZUMO3,IZUMO3,Izumo3,Izumo3
PQLC3,PQLC3,Pqlc3,Pqlc3
ELAVL2,ELAVL2,Elavl2,Elavl2
NPPA,NPPA,Nppa,Nppa
HSF2BP,HSF2BP,Hsf2bp,Hsf2bp
SEMA3B,SEMA3B,Sema3b,Sema3b
ARHGEF16,ARHGEF16,Arhgef16,Arhgef16
POSTN,POSTN,Postn,Postn
CHRDL1,CHRDL1,Chrdl1,Chrdl1
OTOGL,OTOGL,Otogl,Otogl
MAP1LC3A,MAP1LC3A,Map1lc3a,Map1lc3a
RRAGA,RRAGA,Rraga,Rraga
ASB18,ASB18,Asb18,Asb18
IL17F,IL17F,Il17f,Il17f
MTHFSD,MTHFSD,Mthfsd,Mthfsd
MAGOH,MAGOH,Magoh,Magoh
CDC123,CDC123,Cdc123,Cdc123
ZC3H13,ZC3H13,Zc3h13,Zc3h13
MELTF,MELTF,Meltf,Meltf
MAGED2,MAGED2,Maged2,Maged2
DQX1,DQX1,Dqx1,Dqx1
VPS13D,VPS13D,Vps13d,Vps13d
OLIG2,OLIG2,Olig2,Olig2
NWD1,NWD1,Nwd1,Nwd1
RANGRF,,Rangrf,Rangrf
DUSP22,DUSP22,Dusp22,Dusp22
TMEM233,TMEM233,Tmem233,Tmem233
SNX18,SNX18,Snx18,Snx18
MPG,MPG,Mpg,Mpg
PKLR,PKLR,Pklr,Pklr
SPIRE1,SPIRE1,Spire1,Spire1
DDIT4,DDIT4,Ddit4,Ddit4
RGS8,RGS8,Rgs8,Rgs8
P2RX4,P2RX4,P2rx4,P2rx4
FAM159B,FAM159B,Fam159b,Fam159b
PPP1R17,PPP1R17,Ppp1r17,Ppp1r17
COG3,COG3,Cog3,Cog3
TMEM270,TMEM270,Tmem270,Wbscr28
TLE2,TLE2,Tle2,Tle2
ORC6,ORC6,Orc6,Orc6
THAP11,THAP11,Thap11,Thap11
CRLS1,CRLS1,Crls1,Crls1
FASTK,FASTK,Fastk,Fastk
C2orf16,,4932415D10Rik,LOC102556504
NINL,NINL,Ninl,Ninl
KBTBD12,KBTBD12,Kbtbd12,Kbtbd12
KIAA1841,KIAA1841,0610010F05Rik,RGD1305110
CCDC178,CCDC178,Ccdc178,Ccdc178
HOXC13,HOXC13,Hoxc13,Hoxc13
SH3D21,SH3D21,Sh3d21,Sh3d21
MAD2L2,MAD2L2,Mad2l2,Mad2l2
SMC6,SMC6,Smc6,Smc6
TREML2,TREML2,Treml2,Treml2
SNX4,SNX4,Snx4,Snx4
PIGX,PIGX,Pigx,Pigx
SART3,SART3,Sart3,Sart3
CEP97,CEP97,Cep97,Cep97
ING3,ING3,Ing3,Ing3
ZSCAN26,ZSCAN26,Zscan26,Zscan26
KLHL9,KLHL9,Klhl9,Klhl9
MCRS1,MCRS1,Mcrs1,Mcrs1
B3GNT3,B3GNT3,B3gnt3,B3gnt3
TRMU,TRMU,Trmu,Trmu
SAT2,SAT2,Sat2,Sat2
PSAP,PSAP,Psap,Psap
POMGNT2,POMGNT2,Pomgnt2,Pomgnt2
PRRT3,PRRT3,Prrt3,Prrt3
VSTM2L,VSTM2L,Vstm2l,Vstm2l
INO80,INO80,Ino80,Ino80
TMCC3,TMCC3,Tmcc3,Tmcc3
NSG1,NSG1,Nsg1,Nsg1
SETDB1,SETDB1,Setdb1,Setdb1
TP53INP1,TP53INP1,Trp53inp1,Tp53inp1
HACD4,HACD4,Hacd4,Hacd4
GRSF1,GRSF1,Grsf1,Grsf1
VGLL2,VGLL2,Vgll2,Vgll2
ATPAF2,ATPAF2,Atpaf2,Atpaf2
CHAC1,CHAC1,Chac1,Chac1
LYAR,LYAR,Lyar,Lyar
MRM3,MRM3,Mrm3,Mrm3
RNF17,RNF17,Rnf17,Rnf17
MOB1B,MOB1B,Mob1b,Mob1b
CELSR1,CELSR1,Celsr1,Celsr1
MMEL1,MMEL1,Mmel1,Mmel1
FBXL5,FBXL5,Fbxl5,Fbxl5
TMEM269,TMEM269,Tmem269,Tmem269
SVBP,SVBP,Svbp,Svbp
RASGEF1A,RASGEF1A,Rasgef1a,Rasgef1a
CAMK2B,CAMK2B,Camk2b,Camk2b
APOO,APOO,Apoo,Apoo
ARMC6,ARMC6,Armc6,Armc6
EPHB1,EPHB1,Ephb1,Ephb1
BTD,BTD,Btd,Btd
IFNE,IFNE,Ifne,Ifne
TGM2,TGM2,Tgm2,Tgm2
CCDC120,CCDC120,Ccdc120,Ccdc120
TREML1,TREML1,Treml1,Treml1
ZBTB3,ZBTB3,Zbtb3,Zbtb3
GRM3,GRM3,Grm3,Grm3
GTF3C3,GTF3C3,Gtf3c3,Gtf3c3
WEE1,WEE1,Wee1,Wee1
TNFRSF11A,TNFRSF11A,Tnfrsf11a,Tnfrsf11a
TOGARAM2,TOGARAM2,Togaram2,Fam179a
SEC14L5,SEC14L5,Sec14l5,Sec14l5
IAPP,IAPP,Iapp,Iapp
CDKN1C,,Cdkn1c,Cdkn1c
ANKS1A,ANKS1A,Anks1,Anks1a
PARD6A,PARD6A,Pard6a,Pard6a
IFNB1,IFNB1,Ifnb1,Ifnb1
JMJD7,JMJD7,Jmjd7,Jmjd7
CDK19,CDK19,Cdk19,Cdk19
FOXP3,FOXP3,Foxp3,Foxp3
SOWAHD,SOWAHD,Sowahd,Sowahd
DHX57,DHX57,Dhx57,Dhx57
ZC3H7A,ZC3H7A,Zc3h7a,Zc3h7a
SLC25A30,,Slc25a30,Slc25a30
RFX6,RFX6,Rfx6,Rfx6
DGUOK,DGUOK,Dguok,Dguok
PEX13,PEX13,Pex13,Pex13
SI,SI,Sis,Si
HYDIN,HYDIN,Hydin,Hydin
ATP6AP2,ATP6AP2,Atp6ap2,Atp6ap2
FBXO6,FBXO6,Fbxo6,Fbxo6
GPA33,GPA33,Gpa33,Gpa33
DUSP27,DUSP27,Dusp27,Dusp27
MATK,MATK,Matk,Matk
KANK1,KANK1,Kank1,Kank1
COQ3,COQ3,Coq3,Coq3
S100A5,S100A5,S100a5,S100a5
FAXC,FAXC,Faxc,Faxc
UPF3A,UPF3A,Upf3a,Upf3a
RTFDC1,RTFDC1,Rtfdc1,Rtfdc1
GEMIN8,GEMIN8,Gemin8,Gemin8
S100A6,S100A6,S100a6,S100a6
LRRC8E,LRRC8E,Lrrc8e,Lrrc8e
PRR36,PRR36,Prr36,Prr36
MED13L,MED13L,Med13l,Med13l
CRYGB,CRYGB,Crygb,Crygb
TEAD4,TEAD4,Tead4,Tead4
SS18L1,SS18L1,Ss18l1,Ss18l1
ITFG2,ITFG2,Itfg2,Itfg2
DCP1B,DCP1B,Dcp1b,Dcp1b
RAB9B,RAB9B,Rab9b,Rab9b
THTPA,THTPA,Thtpa,Thtpa
AHDC1,AHDC1,Ahdc1,Ahdc1
PAIP2B,PAIP2B,Paip2b,Paip2b
MYOM2,MYOM2,Myom2,Myom2
COLEC12,COLEC12,Colec12,Colec12
GSE1,GSE1,Gse1,Gse1
ZUFSP,ZUFSP,Zufsp,Zufsp
HESX1,HESX1,Hesx1,Hesx1
TRPV5,TRPV5,Trpv5,Trpv5
NYX,NYX,Nyx,Nyx
EEF1D,EEF1D,Eef1d,Eef1d
FASTKD1,FASTKD1,Fastkd1,Fastkd1
ZFAND4,ZFAND4,Zfand4,Zfand4
TRIL,TRIL,Tril,Tril
OCSTAMP,OCSTAMP,Ocstamp,Ocstamp
MTX1,MTX1,Mtx1,Mtx1
SYNJ1,SYNJ1,Synj1,Synj1
MMP24,MMP24,Mmp24,Mmp24
SFRP2,SFRP2,Sfrp2,Sfrp2
CREBL2,CREBL2,Crebl2,Crebl2
ALKBH3,ALKBH3,Alkbh3,Alkbh3
MYOC,MYOC,Myoc,Myoc
B4GALT6,B4GALT6,B4galt6,B4galt6
GLRA4,GLRA4,Glra4,Glra4
ALDH4A1,ALDH4A1,Aldh4a1,Tas1r2
MAN1C1,MAN1C1,Man1c1,Man1c1
CSTF2T,,Cstf2t,Cstf2t
STX1A,STX1A,Stx1a,Stx1a
PCYT1A,PCYT1A,Pcyt1a,Pcyt1a
TADA3,TADA3,Tada3,Tada3
PRKD3,PRKD3,Prkd3,Prkd3
TLR2,TLR2,Tlr2,Tlr2
FETUB,FETUB,Fetub,Fetub
NSD3,NSD3,Nsd3,Nsd3
RNPC3,RNPC3,Rnpc3,Rnpc3
WDR18,WDR18,Wdr18,Wdr18
NIPBL,NIPBL,Nipbl,Nipbl
TMEM109,TMEM109,Tmem109,Tmem109
NDUFAF7,NDUFAF7,Ndufaf7,Ndufaf7
TICRR,TICRR,Ticrr,Ticrr
CYP1A2,CYP1A2,Cyp1a2,Cyp1a2
SFPQ,SFPQ,Sfpq,Sfpq
SLC12A8,SLC12A8,Slc12a8,Slc12a8
VDAC3,VDAC3,Vdac3,Vdac3
FAF1,FAF1,Faf1,Faf1
WNT7B,WNT7B,Wnt7b,Wnt7b
MBNL3,MBNL3,Mbnl3,Mbnl3
SMIM1,SMIM1,Smim1,Smim1
TLR7,TLR7,Tlr7,Tlr7
ADHFE1,ADHFE1,Adhfe1,Adhfe1
RRS1,RRS1,Rrs1,Rrs1
HMG20B,HMG20B,Hmg20b,Hmg20b
ATP5D,ATP5D,Atp5d,Atp5d
CALU,CALU,Calu,Calu
SAE1,SAE1,Sae1,Sae1
PKIB,PKIB,Pkib,Pkib
EXOC4,EXOC4,Exoc4,Exoc4
ZNF787,ZNF787,Zfp787,Zfp787
ADGRB2,ADGRB2,Adgrb2,Adgrb2
CPQ,CPQ,Cpq,Cpq
FAM171A1,FAM171A1,Fam171a1,Fam171a1
EMP2,EMP2,Emp2,Emp2
RSRP1,RSRP1,Rsrp1,Rsrp1
GTF2E1,GTF2E1,Gtf2e1,Gtf2e1
TBX22,TBX22,Tbx22,Tbx22
ATP1A3,ATP1A3,Atp1a3,Atp1a3
ZNF580,ZNF580,Zfp580,Zfp580
LARGE2,LARGE2,Large2,Large2
CLEC6A,CLEC6A,Clec4n,Clec4n
MGAM,MGAM,Mgam,Mgam
FLAD1,FLAD1,Flad1,Flad1
MRVI1,MRVI1,Mrvi1,Mrvi1
PODXL,PODXL,Podxl,Podxl
ATF6B,ATF6B,Atf6b,Atf6b
KIAA1210,KIAA1210,Gm14569,
PYGO1,PYGO1,Pygo1,Pygo1
TSGA13,TSGA13,Tsga13,Tsga13
SLC10A7,SLC10A7,Slc10a7,Slc10a7
MYOZ2,MYOZ2,Myoz2,Myoz2
TXLNG,TXLNG,Txlng,Txlng
RUNX3,RUNX3,Runx3,Runx3
REG4,REG4,Reg4,Reg4
ARHGAP6,ARHGAP6,Arhgap6,Arhgap6
PFKP,,Pfkp,Pfkp
FLNB,FLNB,Flnb,Flnb
MADD,MADD,Madd,Madd
EEPD1,EEPD1,Eepd1,Eepd1
GPR176,GPR176,Gpr176,Gpr176
NR1I3,NR1I3,Nr1i3,Nr1i3
PTCRA,PTCRA,Ptcra,Ptcra
NMT2,NMT2,Nmt2,Nmt2
TAF13,TAF13,Taf13,Taf13
C3orf58,C3orf58,1190002N15Rik,RGD1309079
TBC1D32,TBC1D32,Tbc1d32,Tbc1d32
EPHX3,EPHX3,Ephx3,Ephx3
HHEX,HHEX,Hhex,Hhex
APOA2,APOA2,Apoa2,Apoa2
MYF5,MYF5,Myf5,Myf5
USPL1,USPL1,Uspl1,Uspl1
CRCP,CRCP,Crcp,Crcp
C12orf75,C12orf75,1500009L16Rik,LOC100910996
SLC32A1,SLC32A1,Slc32a1,Slc32a1
ZKSCAN2,ZKSCAN2,Zkscan2,Zkscan2
ARL5A,ARL5A,Arl5a,Arl5a
GRPR,GRPR,Grpr,Grpr
ADPRM,ADPRM,Adprm,Adprm
F13B,F13B,F13b,F13b
SMLR1,SMLR1,Smlr1,Smlr1
ABCC6,ABCC6,Abcc6,Abcc6
MTMR10,MTMR10,Mtmr10,Mtmr10
ZBTB9,ZBTB9,Zbtb9,Zbtb9
CRYZL1,CRYZL1,Cryzl1,Cryzl1
CAPN10,CAPN10,Capn10,Capn10
S1PR4,S1PR4,S1pr4,S1pr4
CAPN13,CAPN13,Capn13,Capn13
RECK,RECK,Reck,Reck
DENND3,DENND3,Dennd3,Dennd3
RAB11FIP5,,Rab11fip5,Rab11fip5
COL18A1,COL18A1,Col18a1,Col18a1
CDKN2AIP,CDKN2AIP,Cdkn2aip,Cdkn2aip
ZKSCAN5,ZKSCAN5,Zkscan5,Zkscan5
ABHD17B,ABHD17B,Abhd17b,Abhd17b
BABAM2,BABAM2,Babam2,Bre
SMAD6,SMAD6,Smad6,Smad6
NTHL1,NTHL1,Nthl1,Nthl1
LDLR,LDLR,Ldlr,Ldlr
NOB1,NOB1,Nob1,Nob1
ARHGAP45,ARHGAP45,Arhgap45,Arhgap45
CASP14,CASP14,Casp14,Casp14
RTN4,RTN4,Rtn4,Rtn4
PREPL,PREPL,Prepl,Prepl
DLG5,DLG5,Dlg5,Dlg5
PLCL1,PLCL1,Plcl1,Plcl1
CMTM8,CMTM8,Cmtm8,Cmtm8
OTOF,OTOF,Otof,Otof
SLC46A3,SLC46A3,Slc46a3,Slc46a3
CPT1B,CPT1B,Cpt1b,Cpt1b
ELFN2,ELFN2,Elfn2,Elfn2
TMX4,TMX4,Tmx4,Tmx4
CDC14A,CDC14A,Cdc14a,Cdc14a
UBP1,UBP1,Ubp1,Ubp1
EFCAB10,EFCAB10,Efcab10,Efcab10
SLC25A42,SLC25A42,Slc25a42,Slc25a42
ISCU,ISCU,Iscu,Iscu
KIAA1671,KIAA1671,2900026A02Rik,RGD1306556
TNMD,TNMD,Tnmd,Tnmd
ARHGAP42,ARHGAP42,Arhgap42,Arhgap42
USP51,USP51,Usp51,Usp51
TP53BP1,TP53BP1,Trp53bp1,Tp53bp1
PRIMPOL,PRIMPOL,Primpol,Primpol
HEATR5A,HEATR5A,Heatr5a,Heatr5a
PTPRN2,PTPRN2,Ptprn2,Ptprn2
RHBDD2,RHBDD2,Rhbdd2,Rhbdd2
TRIB2,TRIB2,Trib2,Trib2
ATP23,ATP23,Atp23,Atp23
SLC38A1,SLC38A1,Slc38a1,Slc38a1
IQUB,IQUB,Iqub,Iqub
CFP,CFP,Cfp,Cfp
PARPBP,PARPBP,Parpbp,Parpbp
PCDH17,PCDH17,Pcdh17,Pcdh17
KIF1A,KIF1A,Kif1a,Kif1a
DHRS1,DHRS1,Dhrs1,Dhrs1
TRIM55,TRIM55,Trim55,Trim55
GTSF1,GTSF1,Gtsf1,Gtsf1
CST8,CST8,Cst8,Cst8
ZMPSTE24,ZMPSTE24,Zmpste24,Zmpste24
PANK3,PANK3,Pank3,Pank3
FBLL1,FBLL1,Fbll1,Fbll1
UROS,UROS,Uros,Uros
TTC24,TTC24,Ttc24,Ttc24
WNK2,WNK2,Wnk2,Wnk2
CNPY1,CNPY1,Cnpy1,Cnpy1
ACO1,ACO1,Aco1,Aco1
SNTA1,SNTA1,Snta1,Snta1
HLA-DOA,HLA-DOA,H2-Oa,RT1-DOa
GDF7,GDF7,Gdf7,Gdf7
UFM1,UFM1,Ufm1,Ufm1
CCDC62,CCDC62,Ccdc62,Ccdc62
PRC1,PRC1,Prc1,Prc1
JAKMIP1,JAKMIP1,Jakmip1,Jakmip1
CYP26C1,CYP26C1,Cyp26c1,Cyp26c1
T,T,T,T
PEX6,PEX6,Pex6,Pex6
FOXA2,FOXA2,Foxa2,Foxa2
TRIOBP,,Triobp,Triobp
SHISA3,SHISA3,Shisa3,Shisa3
PRSS55,PRSS55,Prss55,Prss55
DTX2,DTX2,Dtx2,Dtx2
ACSM5,ACSM5,Acsm5,Acsm5
MMP9,MMP9,Mmp9,Mmp9
EIF1B,EIF1B,Eif1b,Eif1b
AMPD3,AMPD3,Ampd3,Ampd3
APEH,APEH,Apeh,Apeh
TMED3,TMED3,Tmed3,Tmed3
AAGAB,AAGAB,Aagab,Aagab
